class1,class2,domain1,domain2,GT,GT_ratio_order,coqex_precision,wikidata_precision,gpt3_few_shot_cardinality_precision,acc_root_majority_wikidata,acc_root_ttest_majority_wikidata,acc_root_ttest_wikidata,acc_root_majority_coqex,acc_root_ttest_coqex,acc_root_ttest_majority_coqex,acc_root_majority_gpt3,acc_root_ttest_gpt3,acc_root_ttest_majority_gpt3,acc_majority_root_majority,acc_majority_root_majority_ttest,acc_majority_root_ttest,acc_supervised_root_maj_ttest,acc_supervised_root_majority,acc_supervised_root_ttest
coal power plant,video game,organization,creative_work,-1,2,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
conglomerate,film,organization,creative_work,-1,2,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
conglomerate,patent,organization,creative_work,-1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
conglomerate,video game,organization,creative_work,-1,2,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,,,
cooperative,animation feature film,organization,creative_work,1,2,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
cooperative,play,organization,creative_work,1,2,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
cooperative,website,organization,creative_work,-1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
cryptocurrency exchange,board game,organization,creative_work,-1,2,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
cryptocurrency exchange,painting,organization,creative_work,-1,2,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
fast food restaurant,book,organization,creative_work,-1,2,0,,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
fast food restaurant,scientific paper,organization,creative_work,-1,2,0,,1,1,0,0,0,0,0,1,1,1,1,0,0,,,
fast food restaurant,technological invention,organization,creative_work,1,2,1,,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
football club,film,organization,creative_work,-1,2,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
football club,patent,organization,creative_work,-1,2,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
football club,religious text,organization,creative_work,1,2,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
football club,video game,organization,creative_work,-1,2,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,,,
hospital,book,organization,creative_work,-1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
hospital,national dance,organization,creative_work,1,2,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,,,
hospital,technological invention,organization,creative_work,1,2,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,,,
public library,book,organization,creative_work,-1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
public library,national dance,organization,creative_work,1,2,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,,,
public library,scientific paper,organization,creative_work,-1,2,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,,,
public library,song,organization,creative_work,-1,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,,,
public library,technological invention,organization,creative_work,1,2,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,,,
publisher,patent,organization,creative_work,-1,2,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,,,
publisher,religious text,organization,creative_work,1,2,1,1,,1,1,1,1,1,1,0,0,0,1,1,1,,,
tea company,board game,organization,creative_work,-1,2,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
tea company,film,organization,creative_work,-1,2,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
tea company,painting,organization,creative_work,-1,2,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
tea company,video game,organization,creative_work,-1,2,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
travel agency,book,organization,creative_work,-1,2,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
travel agency,national dance,organization,creative_work,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
travel agency,scientific paper,organization,creative_work,-1,2,0,1,1,1,0,1,0,0,0,1,1,1,1,0,1,,,
travel agency,song,organization,creative_work,-1,2,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
university,mobile app,organization,creative_work,-1,2,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,,,
university,patent,organization,creative_work,-1,2,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
airline,industrial robot,organization,man-made_object,-1,2,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
animation studio,helicopter,organization,man-made_object,-1,2,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
animation studio,space station,organization,man-made_object,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
bank,formula one circuit,organization,man-made_object,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
conglomerate,industrial robot,organization,man-made_object,-1,2,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
cooperative,bicycle,organization,man-made_object,-1,2,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
cooperative,oil tanker,organization,man-made_object,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
cooperative,satellite,organization,man-made_object,1,2,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
cooperative,skyscraper,organization,man-made_object,1,2,1,0,,0,0,0,1,1,1,1,1,1,1,1,1,,,
cooperative,spacecraft,organization,man-made_object,1,2,1,0,,0,1,0,1,1,1,1,1,1,1,1,1,,,
cryptocurrency exchange,helicopter,organization,man-made_object,-1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
cryptocurrency exchange,merchant ship,organization,man-made_object,-1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
fast food restaurant,observatory,organization,man-made_object,1,2,1,,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
fast food restaurant,satellite,organization,man-made_object,1,2,1,,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
football club,industrial robot,organization,man-made_object,-1,2,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
hospital,percussion instrument,organization,man-made_object,1,2,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,,,
hospital,submarine,organization,man-made_object,1,2,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,,,
public library,percussion instrument,organization,man-made_object,1,2,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,,,
public library,submarine,organization,man-made_object,1,2,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,,,
publisher,formula one circuit,organization,man-made_object,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
tea company,wind turbine,organization,man-made_object,-1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
travel agency,observatory,organization,man-made_object,1,2,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
travel agency,percussion instrument,organization,man-made_object,1,2,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,,,
travel agency,submarine,organization,man-made_object,1,2,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
university,formula one circuit,organization,man-made_object,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
airline,cooperative,organization,organization,-1,2,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
airline,fast food restaurant,organization,organization,-1,2,1,,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
animation studio,public library,organization,organization,-1,2,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,,,
animation studio,travel agency,organization,organization,-1,2,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
bank,animation studio,organization,organization,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
coal power plant,fast food restaurant,organization,organization,-1,2,1,,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
conglomerate,fast food restaurant,organization,organization,-1,2,1,,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
cryptocurrency exchange,travel agency,organization,organization,-1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
football club,cooperative,organization,organization,-1,2,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
football club,fast food restaurant,organization,organization,-1,2,1,,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
hospital,animation studio,organization,organization,1,2,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,,,
hospital,cryptocurrency exchange,organization,organization,1,2,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
public library,cryptocurrency exchange,organization,organization,1,2,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
publisher,cooperative,organization,organization,-1,2,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
tea company,fast food restaurant,organization,organization,-1,2,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
tea company,public library,organization,organization,-1,2,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,,,
tea company,travel agency,organization,organization,-1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
amphibian,patent,species,creative_work,-1,2,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,,,
amphibian,religious text,species,creative_work,1,2,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,,,
bacteria,mobile app,species,creative_work,1,2,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,,,
bee,mobile app,species,creative_work,-1,2,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,,,
bee,patent,species,creative_work,-1,2,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,,,
bee,religious text,species,creative_work,1,2,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
bird,mobile app,species,creative_work,-1,2,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,,,
bird,patent,species,creative_work,-1,2,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
bird,religious text,species,creative_work,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
butterfly,patent,species,creative_work,-1,2,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,,,
fish,mobile app,species,creative_work,-1,2,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,,,
fish,national dance,species,creative_work,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
fungus,animation feature film,species,creative_work,1,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,,,
fungus,play,species,creative_work,1,2,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,,,
grass,mobile app,species,creative_work,-1,2,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,,,
grass,patent,species,creative_work,-1,2,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,,,
grass,religious text,species,creative_work,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
insect,play,species,creative_work,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
mammal,patent,species,creative_work,-1,2,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,,,
mammal,religious text,species,creative_work,1,2,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,,,
phytoplankton,film,species,creative_work,-1,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,,,
phytoplankton,patent,species,creative_work,-1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
phytoplankton,religious text,species,creative_work,1,2,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
phytoplankton,video game,species,creative_work,-1,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,,,
plant,book,species,creative_work,-1,2,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
plant,scientific paper,species,creative_work,-1,2,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
plant,technological invention,species,creative_work,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
snake,film,species,creative_work,-1,2,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
snake,patent,species,creative_work,-1,2,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
snake,video game,species,creative_work,-1,2,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
spider,mobile app,species,creative_work,-1,2,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,,,
spider,national dance,species,creative_work,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
tree,mobile app,species,creative_work,-1,2,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,,,
tree,technological invention,species,creative_work,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
amphibian,castle,species,geographical_entity,-1,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,,,
bacteria,lake,species,geographical_entity,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
bee,ancient civilization,species,geographical_entity,1,2,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,,,
bird,ancient civilization,species,geographical_entity,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
bird,desert,species,geographical_entity,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
butterfly,ancient civilization,species,geographical_entity,1,2,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,,,
butterfly,desert,species,geographical_entity,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
fish,ancient civilization,species,geographical_entity,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
fungus,dam,species,geographical_entity,1,2,1,1,,0,0,1,1,1,1,0,0,0,0,0,1,,,
fungus,island,species,geographical_entity,1,2,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,,,
fungus,national park,species,geographical_entity,1,2,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,,,
fungus,volcano,species,geographical_entity,1,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,,,
fungus,zoo,species,geographical_entity,1,2,1,1,0,0,0,1,1,1,1,0,0,1,0,1,1,,,
grass,desert,species,geographical_entity,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
insect,airport,species,geographical_entity,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
insect,city,species,geographical_entity,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
insect,dam,species,geographical_entity,1,2,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,,,
insect,volcano,species,geographical_entity,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
insect,zoo,species,geographical_entity,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
mammal,castle,species,geographical_entity,-1,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,,,
phytoplankton,castle,species,geographical_entity,-1,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,,,
plant,highway,species,geographical_entity,1,2,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,,,
plant,national park,species,geographical_entity,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
plant,nuclear power plant,species,geographical_entity,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
plant,world heritage site,species,geographical_entity,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
spider,ancient civilization,species,geographical_entity,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
spider,desert,species,geographical_entity,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
spider,lake,species,geographical_entity,-1,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,,,
spider,nuclear power plant,species,geographical_entity,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
tree,ancient civilization,species,geographical_entity,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
tree,desert,species,geographical_entity,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
tree,lake,species,geographical_entity,-1,2,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
amphibian,formula one circuit,species,man-made_object,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
amphibian,industrial robot,species,man-made_object,-1,2,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
bee,formula one circuit,species,man-made_object,1,2,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,,,
bird,formula one circuit,species,man-made_object,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
bird,industrial robot,species,man-made_object,-1,2,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
butterfly,formula one circuit,species,man-made_object,1,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,,,
fish,formula one circuit,species,man-made_object,1,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,,,
fungus,bicycle,species,man-made_object,-1,2,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
fungus,oil tanker,species,man-made_object,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
fungus,skyscraper,species,man-made_object,1,2,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,,,
fungus,spacecraft,species,man-made_object,1,2,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,,,
grass,formula one circuit,species,man-made_object,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
insect,bicycle,species,man-made_object,-1,2,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
insect,helicopter,species,man-made_object,1,2,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,,,
insect,merchant ship,species,man-made_object,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
insect,oil tanker,species,man-made_object,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
insect,smartphone,species,man-made_object,-1,2,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,,,
mammal,industrial robot,species,man-made_object,-1,2,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
phytoplankton,industrial robot,species,man-made_object,-1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
plant,observatory,species,man-made_object,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
plant,percussion instrument,species,man-made_object,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
plant,submarine,species,man-made_object,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
spider,formula one circuit,species,man-made_object,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
spider,percussion instrument,species,man-made_object,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
tree,percussion instrument,species,man-made_object,1,2,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
tree,submarine,species,man-made_object,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
amphibian,dentist,species,occupation,-1,2,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
amphibian,politician,species,occupation,-1,2,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,,,
bacteria,nurse,species,occupation,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,,
bacteria,police officer,species,occupation,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,,
bacteria,politician,species,occupation,1,2,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,,,
bee,architect,species,occupation,-1,2,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,,,
bee,dentist,species,occupation,-1,2,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,,,
bee,lawyer,species,occupation,-1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
bee,police officer,species,occupation,-1,2,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,,,
bee,politician,species,occupation,-1,2,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,,,
bee,researcher,species,occupation,-1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
bird,actor,species,occupation,-1,2,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,,,
bird,architect,species,occupation,-1,2,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,,,
bird,lawyer,species,occupation,-1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
bird,police officer,species,occupation,-1,2,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
bird,politician,species,occupation,-1,2,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,,,
bird,researcher,species,occupation,-1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
butterfly,actor,species,occupation,-1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
butterfly,architect,species,occupation,-1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
butterfly,police officer,species,occupation,-1,2,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,,,
butterfly,politician,species,occupation,-1,2,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,,,
butterfly,researcher,species,occupation,-1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
fish,actor,species,occupation,-1,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,,,
fish,nurse,species,occupation,-1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
fish,police officer,species,occupation,-1,2,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,,,
fish,researcher,species,occupation,-1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
fungus,NBA player,species,occupation,1,2,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,,,
grass,actor,species,occupation,-1,2,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,,,
grass,architect,species,occupation,-1,2,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,,,
grass,dentist,species,occupation,-1,2,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
grass,politician,species,occupation,-1,2,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,,,
grass,researcher,species,occupation,-1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
mammal,actor,species,occupation,-1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
mammal,architect,species,occupation,-1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
mammal,dentist,species,occupation,-1,2,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
mammal,lawyer,species,occupation,-1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
mammal,physicist,species,occupation,-1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
phytoplankton,architect,species,occupation,-1,2,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,,,
phytoplankton,journalist,species,occupation,-1,2,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,,,
phytoplankton,lawyer,species,occupation,-1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
phytoplankton,physicist,species,occupation,-1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
plant,school teacher,species,occupation,-1,2,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
snake,dentist,species,occupation,-1,2,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
snake,journalist,species,occupation,-1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
snake,lawyer,species,occupation,-1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
snake,physicist,species,occupation,-1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
spider,nurse,species,occupation,-1,2,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
spider,police officer,species,occupation,-1,2,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,,,
spider,politician,species,occupation,-1,2,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,,,
spider,researcher,species,occupation,-1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
tree,astronaut,species,occupation,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
tree,nurse,species,occupation,-1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
tree,police officer,species,occupation,-1,2,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
tree,researcher,species,occupation,-1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
amphibian,cooperative,species,organization,-1,2,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
bee,cooperative,species,organization,-1,2,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,,,
bird,cooperative,species,organization,-1,2,1,0,,0,0,0,1,1,1,1,0,1,1,1,0,,,
butterfly,cooperative,species,organization,-1,2,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
fish,animation studio,species,organization,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
fungus,conglomerate,species,organization,1,2,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,,,
fungus,football club,species,organization,1,2,1,1,0,0,0,1,1,1,1,0,0,1,0,1,1,,,
fungus,publisher,species,organization,1,2,1,1,0,0,0,1,1,1,1,0,0,1,0,1,1,,,
grass,cooperative,species,organization,-1,2,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,,,
insect,bank,species,organization,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
insect,university,species,organization,1,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,,,
plant,coal power plant,species,organization,1,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,,,
plant,conglomerate,species,organization,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
plant,football club,species,organization,1,2,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,,,
plant,tea company,species,organization,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
snake,cooperative,species,organization,-1,2,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
snake,fast food restaurant,species,organization,-1,2,1,,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
spider,animation studio,species,organization,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
tree,animation studio,species,organization,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
tree,tea company,species,organization,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
fungus,amphibian,species,species,1,2,1,1,,0,0,1,1,1,1,0,0,0,0,0,1,,,
fungus,bee,species,species,1,2,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,,,
fungus,bird,species,species,1,2,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,,,
fungus,butterfly,species,species,1,2,1,1,,0,0,1,1,1,1,0,0,0,0,0,1,,,
fungus,grass,species,species,1,2,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,,,
fungus,mammal,species,species,1,2,1,1,,0,0,1,1,1,1,0,0,0,0,0,1,,,
fungus,phytoplankton,species,species,1,2,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,,,
fungus,snake,species,species,1,2,1,1,,0,0,1,1,1,1,1,1,1,1,1,1,,,
insect,bacteria,species,species,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
insect,bee,species,species,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
insect,butterfly,species,species,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
insect,grass,species,species,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
insect,spider,species,species,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
insect,tree,species,species,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
board game,patent,creative_work,creative_work,-1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
